part_id,machine_id,temperature_c,pressure_bar,cycle_time_s,shift,material_batch,operator_experience_years,vibration_mm_s,humidity_percent,scrap
P001600,M2,199.4,5.85,50.4,early,B5,1.5,2.68,44.4,0
P001601,M4,180.5,5.75,45.7,early,B1,8.0,2.4,37.8,0
P001602,M1,185.3,5.67,47.6,early,B1,1.6,1.38,47.3,0
P001603,M3,186.1,5.68,45.1,early,B5,4.9,1.98,52.5,0
P001604,M4,182.4,5.81,49.1,early,B2,2.0,2.07,49.4,0
P001605,M1,191.6,5.7,47.6,late,B1,9.8,2.44,49.5,0
P001606,M2,190.0,6.06,46.1,early,B3,9.5,2.7,51.5,0
P001607,M4,182.9,5.61,43.2,night,B1,4.8,2.09,34.5,0
P001608,M2,194.5,6.35,51.8,early,B1,4.7,2.82,47.6,0
P001609,M2,181.4,5.6,45.1,early,B3,6.1,2.72,49.9,1
P001610,M2,183.9,6.12,50.1,early,B3,5.3,1.61,45.0,0
P001611,M2,190.1,6.14,48.3,late,B3,6.6,3.25,41.4,0
P001612,M4,188.4,5.86,45.0,early,B3,1.6,2.95,42.0,0
P001613,M4,185.8,5.83,48.4,late,B1,3.6,2.39,45.7,0
P001614,M2,186.3,5.54,53.4,early,B2,2.1,2.91,55.3,0
P001615,M4,182.6,5.62,49.2,night,B2,9.4,2.35,60.2,0
P001616,M1,190.2,5.88,46.5,early,B2,1.2,1.58,58.6,0
P001617,M1,185.3,5.78,52.2,late,B3,10.5,3.27,35.5,0
P001618,M3,178.2,6.21,39.6,night,B2,3.6,2.64,40.5,0
P001619,M4,178.9,5.64,42.6,early,B4,6.7,2.92,53.3,0
P001620,M1,192.3,5.66,44.2,early,B5,2.4,2.17,58.4,0
P001621,M1,180.0,5.22,51.4,night,B4,1.1,2.81,40.3,0
P001622,M3,184.5,6.03,49.6,early,B2,9.2,1.68,49.5,0
P001623,M4,191.4,5.99,40.3,early,B3,5.1,2.39,38.9,0
P001624,M1,187.0,6.14,44.3,late,B3,1.3,2.63,50.2,0
P001625,M2,182.8,6.16,43.2,early,B4,3.3,2.47,42.9,0
P001626,M3,177.4,6.08,45.8,night,B2,3.1,2.71,49.5,0
P001627,M2,197.3,6.09,51.6,late,B1,4.9,2.89,38.3,1
P001628,M1,178.3,6.01,49.7,late,B4,1.6,2.39,34.9,0
P001629,M1,181.0,6.07,47.0,early,B4,1.3,1.98,72.8,0
P001630,M2,189.0,5.16,46.6,late,B1,3.9,2.93,48.6,0
P001631,M2,185.8,5.42,47.8,late,B4,1.7,3.62,65.1,1
P001632,M4,187.2,5.36,49.4,early,B1,9.4,2.58,60.1,0
P001633,M3,174.9,6.24,54.9,night,B4,6.3,2.55,34.9,0
P001634,M3,181.8,5.53,41.5,late,B4,6.1,2.62,50.9,0
P001635,M4,187.7,5.58,52.8,night,B1,0.5,1.99,37.6,0
P001636,M2,190.7,5.8,49.1,early,B4,2.4,2.69,45.6,1
P001637,M2,183.9,5.36,51.3,early,B1,2.8,2.68,32.9,0
P001638,M4,178.4,5.93,47.5,late,B2,1.4,1.54,35.4,0
P001639,M1,185.2,5.05,51.3,night,B4,5.4,2.66,41.2,0
P001640,M3,175.8,5.39,47.3,early,B2,4.9,1.88,43.6,0
P001641,M4,191.1,5.87,44.3,early,B5,6.0,2.81,48.3,0
P001642,M1,184.9,5.37,47.7,night,B5,7.2,1.96,39.7,0
P001643,M2,183.2,6.25,52.5,early,B5,6.9,3.67,49.2,1
P001644,M1,178.2,5.82,46.0,early,B1,12.0,2.17,57.1,0
P001645,M1,180.5,6.2,38.1,late,B1,3.5,3.16,50.2,0
P001646,M2,178.4,5.93,47.8,early,B1,3.1,2.67,47.5,0
P001647,M2,189.7,5.8,48.6,early,B3,5.3,2.73,50.7,0
P001648,M4,179.6,5.45,46.6,early,B3,8.0,3.2,36.5,0
P001649,M4,186.2,6.13,44.9,night,B4,0.8,2.09,55.6,1
P001650,M4,187.0,5.95,51.8,early,B2,1.9,2.52,38.4,0
P001651,M2,192.3,6.53,39.2,late,B1,2.2,2.99,60.4,1
P001652,M2,188.4,6.09,48.6,night,B4,3.8,2.93,54.2,0
P001653,M2,193.2,5.66,48.6,late,B4,2.4,2.77,52.5,0
P001654,M1,191.6,5.9,54.0,late,B4,7.2,2.26,52.8,0
P001655,M4,185.4,5.95,46.7,late,B2,4.2,2.88,48.0,0
P001656,M2,188.8,6.21,49.9,early,B3,3.3,2.83,41.7,0
P001657,M1,180.9,6.26,46.5,late,B5,4.9,2.73,40.5,0
P001658,M4,178.6,5.74,47.2,night,B4,0.6,2.68,62.0,0
P001659,M2,194.1,5.37,54.9,night,B5,4.7,3.04,48.8,1
P001660,M1,187.3,5.15,41.8,late,B3,1.7,2.81,39.1,0
P001661,M1,187.8,5.4,43.5,early,B1,6.4,2.16,52.1,0
P001662,M3,179.8,5.59,48.9,night,B4,0.7,2.8,50.7,0
P001663,M4,192.9,6.33,47.8,early,B3,5.1,2.43,45.4,0
P001664,M1,182.7,6.33,44.9,night,B1,1.8,1.67,40.8,0
P001665,M4,179.6,6.14,46.5,early,B1,8.1,2.35,53.9,0
P001666,M4,180.8,6.23,50.3,late,B2,0.9,2.17,55.6,0
P001667,M4,192.6,5.55,48.6,night,B1,3.7,2.67,50.6,0
P001668,M1,177.9,5.27,43.3,late,B4,5.8,2.17,48.6,0
P001669,M1,179.9,5.45,46.9,early,B4,4.5,2.36,41.7,0
P001670,M4,199.9,5.09,46.6,night,B2,4.5,2.96,51.8,0
P001671,M2,192.2,5.41,50.0,early,B1,1.2,3.42,42.9,1
P001672,M3,179.0,5.62,44.8,early,B1,1.1,2.43,37.8,0
P001673,M4,178.1,5.86,42.2,late,B5,4.4,2.99,57.0,0
P001674,M1,174.8,5.85,48.6,late,B2,3.9,2.22,39.8,0
P001675,M4,184.5,5.56,48.9,late,B1,1.5,1.8,32.8,0
P001676,M4,188.0,6.0,52.2,early,B4,1.4,1.97,58.5,0
P001677,M3,191.4,5.57,41.0,late,B5,3.3,2.21,34.0,0
P001678,M2,176.6,5.8,47.9,night,B1,2.6,3.11,44.9,0
P001679,M4,176.7,5.41,45.9,early,B5,11.5,2.41,39.2,0
P001680,M3,182.3,6.18,44.5,late,B4,8.5,2.83,42.2,0
P001681,M3,198.3,5.81,40.1,late,B2,6.2,3.12,65.8,0
P001682,M4,188.9,6.04,42.7,night,B4,9.1,2.1,47.2,0
P001683,M3,185.1,5.37,47.0,late,B3,2.1,3.26,50.9,0
P001684,M2,180.3,5.86,46.3,night,B4,2.4,2.01,54.3,0
P001685,M1,172.3,6.0,42.9,early,B1,7.7,3.13,42.8,0
P001686,M1,184.2,5.08,51.4,early,B2,3.7,2.28,56.6,0
P001687,M3,182.5,6.21,55.0,night,B4,3.8,2.2,51.0,0
P001688,M3,181.5,5.36,45.8,night,B5,1.3,2.3,54.0,0
P001689,M3,180.9,5.87,40.3,late,B1,7.4,1.94,42.2,1
P001690,M2,182.9,6.43,49.7,late,B2,5.3,3.43,51.6,0
P001691,M4,178.6,6.13,38.9,late,B4,2.9,2.19,47.9,0
P001692,M4,191.6,5.28,41.7,early,B5,2.4,2.25,57.0,1
P001693,M1,179.1,5.74,47.6,night,B4,8.2,1.68,43.7,0
P001694,M3,181.5,6.23,40.7,night,B4,2.1,1.97,64.3,0
P001695,M3,182.8,5.51,44.9,late,B2,1.0,1.98,50.7,0
P001696,M3,186.9,5.67,40.4,early,B1,8.5,1.95,47.0,0
P001697,M1,179.3,5.66,46.2,early,B4,8.7,2.22,46.1,0
P001698,M4,189.4,6.0,51.1,early,B4,2.1,2.0,47.9,0
P001699,M4,180.8,5.26,44.5,late,B3,12.0,3.22,43.0,0
P001700,M3,182.1,6.02,45.9,late,B3,3.4,2.23,53.3,0
P001701,M4,193.0,5.58,43.7,early,B2,2.2,2.67,47.9,1
P001702,M4,178.7,5.8,44.0,late,B3,5.2,2.89,63.5,0
P001703,M2,191.0,5.72,45.0,night,B2,1.2,3.66,44.5,0
P001704,M3,188.5,6.01,49.0,early,B3,1.7,2.71,47.0,0
P001705,M2,188.7,5.79,42.8,late,B1,4.4,2.64,44.5,0
P001706,M4,183.4,6.3,45.5,late,B4,3.9,2.02,63.0,0
P001707,M1,195.7,6.15,47.6,early,B2,6.7,2.45,36.4,0
P001708,M2,186.9,5.52,51.7,late,B4,1.3,3.23,48.7,1
P001709,M4,185.1,6.28,48.5,late,B3,11.6,2.56,50.5,0
P001710,M2,185.1,5.91,47.9,early,B5,2.6,2.78,39.0,0
P001711,M4,184.8,5.86,44.6,early,B2,3.8,2.6,69.1,0
P001712,M2,192.3,6.1,51.7,night,B2,2.5,1.91,40.6,0
P001713,M4,182.5,5.44,43.5,early,B2,1.2,2.57,48.3,0
P001714,M4,172.4,5.32,43.6,late,B4,3.5,2.83,61.5,0
P001715,M2,189.8,5.81,53.3,late,B1,5.7,2.73,45.0,1
P001716,M4,178.1,5.59,48.2,night,B4,3.1,3.01,49.1,0
P001717,M2,191.1,6.53,49.7,late,B5,1.8,3.27,45.2,0
P001718,M3,183.0,5.53,48.3,night,B4,6.8,2.07,47.6,0
P001719,M3,188.2,5.81,45.6,late,B1,7.0,2.5,56.7,0
P001720,M4,178.8,5.87,41.3,late,B3,3.0,2.52,44.6,0
P001721,M1,181.1,6.23,47.0,early,B3,4.6,1.39,26.8,0
P001722,M1,182.1,5.45,45.9,early,B2,6.8,2.22,47.7,0
P001723,M3,174.8,5.24,42.7,late,B3,5.7,1.84,48.5,0
P001724,M3,189.1,6.29,41.9,early,B4,4.5,2.36,49.6,0
P001725,M2,178.1,5.83,48.0,late,B5,5.5,3.06,46.5,0
P001726,M1,190.0,6.08,40.8,early,B2,4.8,2.2,41.1,0
P001727,M2,189.3,6.1,47.7,early,B2,3.6,2.34,46.0,0
P001728,M4,182.9,6.16,45.8,early,B2,1.3,2.61,62.1,0
P001729,M1,185.9,5.67,45.5,night,B3,1.6,3.4,47.7,0
P001730,M2,188.7,5.57,49.7,late,B3,5.0,1.77,53.2,0
P001731,M4,181.8,5.1,49.2,night,B4,2.5,2.6,39.7,0
P001732,M1,185.6,5.45,43.3,late,B2,4.9,2.06,45.7,0
P001733,M3,187.0,5.82,49.3,night,B2,1.3,2.11,40.0,0
P001734,M2,181.8,5.55,47.4,night,B1,2.0,2.7,58.3,0
P001735,M4,185.9,5.4,53.5,early,B1,3.1,2.35,35.6,0
P001736,M3,168.6,5.82,43.8,night,B1,0.4,2.57,51.0,0
P001737,M4,173.4,6.27,40.7,early,B2,1.8,2.39,50.7,0
P001738,M1,187.1,5.78,49.2,late,B4,2.2,1.33,50.2,0
P001739,M3,180.7,5.4,47.6,night,B4,4.1,2.88,29.2,0
P001740,M4,179.3,6.25,51.4,early,B5,3.0,3.01,31.8,0
P001741,M1,183.7,5.53,47.2,late,B3,4.2,2.03,48.9,0
P001742,M1,181.8,6.32,54.9,early,B3,3.7,2.32,40.6,0
P001743,M1,178.6,5.71,45.3,early,B5,2.9,2.85,42.9,0
P001744,M4,175.0,5.84,50.8,early,B1,2.2,2.96,44.6,0
P001745,M3,172.2,6.35,44.0,early,B4,3.8,2.91,39.6,0
P001746,M3,187.1,5.33,47.9,early,B5,8.0,2.47,38.2,0
P001747,M3,180.7,5.43,48.6,late,B3,2.2,2.65,48.0,0
P001748,M3,188.3,5.69,49.2,late,B2,11.3,2.93,32.8,0
P001749,M2,184.6,5.75,51.2,late,B4,3.9,2.6,44.0,1
P001750,M2,189.0,6.72,35.9,late,B5,6.4,2.95,42.7,0
P001751,M3,182.3,5.49,45.7,early,B2,4.7,1.33,47.8,0
P001752,M1,184.2,5.34,43.8,early,B3,5.1,1.59,67.1,0
P001753,M4,184.5,5.47,45.4,night,B1,1.7,2.72,40.1,0
P001754,M4,181.5,5.88,45.7,night,B2,2.5,2.79,51.3,0
P001755,M2,180.2,5.97,51.9,late,B4,0.8,2.58,49.8,0
P001756,M3,187.2,5.55,46.8,early,B3,3.1,2.03,52.5,0
P001757,M1,192.8,5.81,44.1,night,B1,5.5,2.14,46.3,0
P001758,M4,193.1,6.48,41.2,night,B2,3.1,2.59,59.5,0
P001759,M4,181.0,5.81,52.6,late,B1,6.7,1.46,53.5,0
P001760,M4,180.0,5.91,44.3,early,B4,2.7,2.71,53.6,1
P001761,M2,184.0,6.46,47.7,early,B5,2.1,2.76,36.7,0
P001762,M1,183.0,5.56,54.1,late,B1,2.4,2.41,48.8,0
P001763,M1,183.7,5.53,43.6,night,B2,5.8,2.24,43.9,0
P001764,M1,178.5,5.64,45.0,late,B5,9.8,1.68,41.1,0
P001765,M1,175.9,5.62,46.9,early,B5,12.0,1.81,43.0,0
P001766,M1,184.3,5.16,39.9,late,B4,5.4,2.99,47.6,0
P001767,M4,164.6,5.85,40.3,night,B4,6.5,2.21,51.7,0
P001768,M1,183.4,5.88,44.2,late,B5,1.0,2.66,55.9,0
P001769,M1,178.8,5.73,44.3,night,B2,1.3,1.81,55.5,0
P001770,M4,188.3,5.89,47.3,early,B5,1.8,2.49,50.3,0
P001771,M3,188.8,5.89,42.3,early,B5,8.4,2.1,48.4,0
P001772,M4,189.9,5.34,48.4,late,B2,8.3,2.37,45.4,0
P001773,M3,181.1,5.9,37.8,late,B1,12.0,2.15,46.0,0
P001774,M4,177.8,6.0,46.5,night,B3,1.8,3.15,41.8,0
P001775,M3,178.5,5.24,47.4,late,B4,3.3,3.17,44.6,0
P001776,M3,184.6,6.31,47.2,early,B5,0.8,2.41,50.8,0
P001777,M3,173.9,5.37,45.4,early,B1,1.1,2.11,60.3,0
P001778,M2,194.7,5.4,45.7,late,B2,2.9,2.15,46.8,0
P001779,M2,185.2,5.87,47.5,early,B4,1.8,2.12,41.5,0
P001780,M2,189.8,5.99,52.9,late,B1,1.9,3.4,55.8,1
P001781,M1,174.2,6.07,43.7,early,B4,2.3,1.64,32.0,0
P001782,M4,178.9,6.0,50.5,early,B2,9.0,2.3,56.3,0
P001783,M2,176.5,5.62,52.5,late,B1,7.3,2.82,36.5,0
P001784,M1,189.6,5.84,39.4,early,B2,1.6,1.13,53.3,0
P001785,M1,183.1,5.69,45.5,late,B4,7.2,1.74,44.2,0
P001786,M4,187.1,5.86,43.1,late,B5,2.0,1.9,50.6,0
P001787,M2,187.3,5.82,42.5,late,B1,1.0,2.45,64.7,1
P001788,M3,185.6,5.62,49.0,late,B3,2.2,2.42,41.3,0
P001789,M4,182.1,5.68,48.6,night,B2,4.4,2.96,40.0,0
P001790,M1,182.9,5.15,47.0,night,B4,1.7,2.0,48.6,0
P001791,M4,183.5,6.09,42.7,early,B4,5.4,2.29,60.2,0
P001792,M2,189.2,5.9,49.0,early,B5,2.3,2.7,49.4,0
P001793,M1,186.4,4.99,41.0,late,B2,4.6,1.94,48.4,0
P001794,M3,198.5,6.08,46.3,late,B2,1.6,2.49,49.4,0
P001795,M4,193.2,5.78,44.3,late,B2,3.6,2.7,40.0,0
P001796,M2,177.2,5.47,52.2,late,B4,1.8,1.53,49.4,0
P001797,M3,182.2,5.44,44.6,night,B3,2.9,2.59,44.9,0
P001798,M2,184.8,5.56,49.1,early,B1,11.4,2.81,58.6,0
P001799,M3,190.0,5.47,46.9,late,B5,2.6,2.42,54.4,0
P001800,M3,181.3,5.52,45.7,early,B1,1.2,2.83,37.4,0
P001801,M3,185.6,6.4,46.4,late,B5,3.7,1.5,45.7,0
P001802,M3,170.1,5.93,47.2,late,B1,3.8,1.74,52.2,0
P001803,M1,175.7,6.51,42.6,late,B3,3.8,2.27,40.1,0
P001804,M3,194.5,5.88,47.5,early,B2,5.1,1.26,39.4,0
P001805,M3,183.3,6.0,49.3,night,B4,2.5,2.2,44.3,0
P001806,M3,177.5,5.49,47.5,night,B3,5.5,2.68,50.8,0
P001807,M1,185.3,5.74,44.7,late,B2,3.5,2.48,56.3,0
P001808,M2,181.2,5.77,48.9,night,B3,1.2,2.79,49.9,0
P001809,M2,185.4,6.02,46.8,late,B5,6.0,2.65,67.7,0
P001810,M1,176.0,5.78,45.5,night,B2,4.0,2.11,42.6,0
P001811,M1,179.7,5.92,41.5,early,B2,5.3,2.08,53.9,0
P001812,M2,184.7,5.91,53.4,early,B1,1.3,2.85,39.1,0
P001813,M3,189.2,5.69,53.4,early,B4,6.3,1.6,60.9,0
P001814,M1,186.6,5.66,43.3,early,B4,12.0,2.96,58.9,0
P001815,M4,187.5,5.57,49.8,late,B4,1.2,2.17,53.7,0
P001816,M3,182.9,6.18,51.5,early,B1,6.8,2.55,34.1,0
P001817,M4,188.5,5.69,43.2,late,B4,4.0,2.54,53.6,0
P001818,M2,182.2,5.92,40.0,early,B5,3.5,2.23,41.4,0
P001819,M2,183.0,5.75,54.0,early,B5,6.3,3.33,51.6,1
P001820,M3,185.2,6.17,46.0,night,B5,5.9,2.79,36.4,0
P001821,M4,182.5,5.1,44.8,late,B2,8.0,1.79,50.2,0
P001822,M2,186.9,5.91,48.4,night,B4,1.3,2.72,45.2,0
P001823,M3,182.1,5.36,44.6,late,B3,8.2,2.39,41.8,0
P001824,M3,189.9,5.94,57.2,early,B3,4.6,1.37,52.7,0
P001825,M3,190.2,5.75,44.0,late,B2,0.8,1.35,47.6,0
P001826,M1,180.6,5.28,47.2,late,B4,2.6,1.92,46.4,0
P001827,M3,173.3,5.92,50.9,early,B5,4.1,1.71,53.9,0
P001828,M2,183.1,5.88,53.1,night,B4,2.5,2.28,63.2,0
P001829,M4,179.1,5.72,51.0,late,B5,3.2,1.91,50.2,0
P001830,M2,191.6,5.76,46.6,late,B5,2.3,2.69,33.6,0
P001831,M2,192.1,5.86,47.6,late,B1,12.0,2.35,35.5,1
P001832,M4,178.3,6.21,38.5,late,B5,5.6,3.0,48.6,0
P001833,M2,182.9,5.69,47.9,early,B5,3.7,2.83,56.2,0
P001834,M1,175.9,6.15,46.1,night,B3,1.5,2.66,49.1,0
P001835,M1,184.7,5.79,48.8,late,B4,8.0,1.54,52.1,0
P001836,M1,183.8,6.25,52.8,early,B4,5.1,2.02,47.5,0
P001837,M1,188.3,5.72,48.7,early,B4,1.7,2.36,55.7,0
P001838,M2,189.7,5.57,52.3,late,B5,1.7,2.95,52.9,0
P001839,M4,187.4,5.42,46.7,night,B1,3.2,2.21,39.8,0
P001840,M3,174.5,5.79,50.9,night,B1,3.8,2.07,51.6,0
P001841,M1,180.6,5.52,46.0,late,B2,5.5,2.12,35.7,0
P001842,M3,188.2,6.29,50.3,night,B3,3.4,2.17,51.6,0
P001843,M1,181.0,5.5,49.1,late,B5,5.8,3.27,45.7,0
P001844,M4,175.0,5.56,48.3,early,B4,2.5,2.64,49.3,0
P001845,M1,188.4,6.0,40.1,late,B1,3.4,2.32,50.6,0
P001846,M3,179.8,6.22,50.2,early,B4,8.2,1.73,50.3,0
P001847,M2,192.8,6.06,49.6,early,B3,6.0,2.19,59.3,0
P001848,M3,182.9,6.17,48.7,late,B2,3.6,2.2,48.3,0
P001849,M2,185.5,5.77,49.4,early,B4,4.4,3.26,49.5,0
P001850,M4,191.5,5.78,48.6,night,B2,3.4,2.41,58.6,0
P001851,M1,176.8,6.5,50.9,night,B4,1.1,2.23,63.2,1
P001852,M4,191.9,6.39,45.0,early,B1,10.0,2.17,47.9,0
P001853,M3,179.5,6.05,47.8,late,B2,1.8,1.52,43.9,0
P001854,M4,184.9,6.19,43.8,late,B3,2.7,2.7,44.3,0
P001855,M4,184.9,6.1,49.0,early,B4,12.0,2.39,51.6,0
P001856,M4,181.7,5.38,47.8,early,B5,1.5,2.7,46.4,0
P001857,M1,179.8,5.79,43.6,early,B2,3.3,2.37,34.0,0
P001858,M2,185.0,6.32,48.6,early,B5,8.5,2.32,57.0,0
P001859,M2,181.4,6.05,46.0,early,B5,11.4,2.85,54.5,0
P001860,M2,197.8,5.78,46.8,early,B2,5.0,2.17,57.2,0
P001861,M3,180.4,6.33,47.3,early,B1,8.0,2.4,58.8,0
P001862,M4,190.4,5.93,47.8,night,B2,3.0,2.47,49.5,0
P001863,M4,189.6,6.06,39.5,early,B4,0.2,3.19,50.1,0
P001864,M3,185.0,5.93,47.4,early,B4,7.6,1.91,56.1,0
P001865,M3,182.3,5.99,44.8,late,B4,3.5,1.7,38.3,0
P001866,M4,185.1,6.01,45.2,early,B4,2.8,2.31,45.2,0
P001867,M4,187.1,6.25,42.5,late,B1,2.6,2.77,47.5,0
P001868,M1,184.6,6.3,45.8,early,B3,5.7,1.04,55.4,0
P001869,M3,174.4,5.64,44.0,late,B5,5.7,2.69,43.7,0
P001870,M4,174.0,5.92,51.6,late,B2,3.6,2.41,42.3,0
P001871,M2,195.3,6.24,41.6,late,B5,4.9,2.24,44.6,0
P001872,M2,172.5,5.75,44.5,late,B1,1.5,2.58,51.8,0
P001873,M4,185.1,5.34,42.9,late,B5,3.1,2.17,47.5,0
P001874,M4,182.7,5.48,47.8,early,B4,1.5,1.95,36.4,0
P001875,M4,184.9,5.51,51.3,early,B4,1.5,1.63,38.0,0
P001876,M4,177.7,5.64,48.7,late,B4,4.5,2.83,49.1,0
P001877,M2,188.9,5.54,44.0,early,B5,3.7,2.5,49.4,0
P001878,M2,188.1,6.16,46.6,early,B2,2.5,2.57,48.2,0
P001879,M3,198.2,5.7,42.9,late,B1,3.0,2.68,44.2,0
P001880,M3,183.7,6.24,47.9,early,B5,4.8,2.33,54.3,0
P001881,M3,190.4,5.4,44.3,early,B1,5.8,1.6,51.0,0
P001882,M3,174.8,5.68,40.6,late,B4,5.2,2.6,50.7,0
P001883,M2,192.6,5.84,50.4,early,B2,0.8,3.42,51.0,1
P001884,M3,184.2,6.08,50.8,night,B5,0.4,2.53,60.8,0
P001885,M2,188.5,6.2,47.5,night,B5,1.9,2.36,39.8,1
P001886,M2,188.6,5.61,48.7,night,B3,0.4,2.09,44.6,0
P001887,M1,193.4,6.15,40.3,late,B3,9.3,1.89,45.3,0
P001888,M1,185.4,5.21,38.2,early,B3,2.9,2.35,58.1,0
P001889,M4,179.7,6.1,39.8,late,B3,1.2,3.14,45.0,0
P001890,M2,183.6,5.33,48.0,late,B5,2.9,2.41,41.7,0
P001891,M1,188.5,5.96,44.8,late,B2,0.6,2.01,47.2,0
P001892,M4,186.5,6.2,48.9,early,B5,1.2,2.96,48.8,0
P001893,M3,174.6,6.11,45.2,early,B4,2.7,2.1,57.6,0
P001894,M1,186.8,5.23,49.8,early,B5,2.4,3.07,45.0,0
P001895,M2,181.0,5.64,51.5,early,B4,2.7,2.68,42.5,0
P001896,M1,186.4,6.05,44.8,early,B5,4.9,2.83,40.7,0
P001897,M3,178.6,6.04,42.2,night,B3,6.8,2.47,45.2,0
P001898,M2,185.5,5.9,40.9,early,B3,3.9,3.07,68.5,0
P001899,M1,181.0,5.03,51.4,late,B2,7.0,2.22,51.1,0
P001900,M1,192.4,6.22,42.4,night,B2,2.4,2.25,52.8,0
P001901,M3,185.2,6.28,40.3,early,B1,7.6,2.49,48.0,0
P001902,M1,190.9,5.86,46.5,late,B2,3.9,2.66,49.1,0
P001903,M4,199.9,5.88,41.1,late,B5,6.4,2.74,54.3,0
P001904,M1,184.3,5.98,46.5,early,B5,2.4,1.5,52.5,0
P001905,M3,191.3,6.31,44.7,late,B4,3.8,2.42,50.8,0
P001906,M2,183.2,5.89,51.7,night,B2,12.0,2.45,48.1,1
P001907,M2,193.9,5.73,51.4,late,B3,3.8,2.5,45.2,0
P001908,M1,179.6,5.93,50.2,night,B4,6.7,2.51,51.4,0
P001909,M4,183.9,5.8,47.6,night,B1,7.3,3.26,48.7,0
P001910,M4,187.0,5.8,43.5,early,B5,5.4,2.4,65.1,0
P001911,M1,187.8,5.18,42.1,late,B5,6.1,3.19,56.4,0
P001912,M1,177.0,5.98,44.0,late,B5,2.5,1.81,42.6,0
P001913,M4,179.2,6.21,54.4,late,B1,1.9,3.05,38.6,0
P001914,M3,186.4,6.16,45.1,late,B5,1.5,2.49,44.8,0
P001915,M1,182.0,6.13,46.6,late,B4,4.8,2.39,39.3,0
P001916,M1,176.3,5.78,51.8,night,B3,3.7,2.92,44.3,0
P001917,M3,182.6,5.85,47.0,early,B1,4.5,2.01,40.2,0
P001918,M3,182.3,6.22,43.2,late,B3,1.3,2.87,45.4,0
P001919,M3,184.0,6.1,48.8,early,B2,2.1,2.21,45.5,0
P001920,M4,186.9,6.32,45.2,late,B5,6.6,2.21,49.2,0
P001921,M2,189.6,5.56,49.3,night,B2,4.1,2.15,46.3,0
P001922,M2,182.8,5.56,50.1,night,B2,4.0,3.46,40.8,0
P001923,M2,184.7,5.68,46.3,late,B5,3.1,3.26,57.7,0
P001924,M2,192.1,5.47,48.9,late,B1,2.0,2.53,51.2,1
P001925,M1,181.0,5.34,52.1,early,B5,7.8,2.55,43.6,0
P001926,M1,181.8,5.96,43.6,early,B5,8.7,2.36,40.9,0
P001927,M2,178.7,5.94,53.2,early,B2,3.8,2.59,36.3,0
P001928,M3,182.8,5.89,43.8,night,B4,3.3,2.73,35.7,0
P001929,M1,185.9,5.92,52.8,early,B4,9.1,2.02,56.4,0
P001930,M2,176.1,5.29,44.9,night,B3,2.2,1.76,55.5,0
P001931,M3,177.1,5.63,44.5,early,B4,2.6,2.42,43.3,0
P001932,M3,175.2,5.7,51.7,late,B1,6.4,2.33,58.9,0
P001933,M4,188.3,5.82,52.7,late,B3,2.5,2.23,52.9,0
P001934,M4,173.5,5.29,49.9,late,B3,3.7,2.1,49.6,0
P001935,M3,182.6,5.48,41.9,late,B3,0.5,1.6,54.9,1
P001936,M1,187.9,5.65,46.3,late,B5,8.8,2.14,52.9,0
P001937,M2,188.0,6.17,48.2,night,B5,6.0,2.36,49.2,0
P001938,M3,180.6,5.89,42.7,late,B4,7.5,2.73,46.1,0
P001939,M1,185.9,6.16,48.6,early,B3,1.7,2.53,47.1,0
P001940,M1,189.7,5.76,43.0,early,B3,10.0,2.08,35.1,0
P001941,M1,183.4,5.8,41.1,late,B1,3.4,2.54,41.6,0
P001942,M2,174.7,5.97,42.0,late,B3,7.9,2.7,62.4,0
P001943,M2,193.3,5.74,54.7,late,B2,4.7,2.63,41.4,0
P001944,M1,186.2,5.58,44.1,late,B5,6.2,2.28,33.2,0
P001945,M4,183.8,5.28,44.9,early,B4,4.9,3.3,55.2,0
P001946,M4,173.1,5.59,42.9,night,B5,2.5,2.79,50.0,0
P001947,M1,182.4,6.09,51.2,late,B5,0.9,2.17,50.4,0
P001948,M4,179.2,6.24,41.6,late,B3,8.3,2.9,46.7,0
P001949,M1,177.3,5.53,41.4,late,B3,0.3,2.69,55.3,0
P001950,M4,183.2,5.19,45.6,night,B4,6.7,2.62,60.2,0
P001951,M4,181.1,6.12,46.7,late,B3,8.3,2.35,43.8,0
P001952,M1,181.4,5.82,48.5,night,B2,1.1,2.12,53.1,0
P001953,M4,188.1,5.33,44.2,early,B4,2.6,2.02,56.9,1
P001954,M4,185.4,4.71,52.7,late,B3,1.0,2.58,43.4,0
P001955,M4,181.3,5.46,44.3,late,B5,2.2,2.23,60.1,0
P001956,M4,180.6,5.64,43.0,late,B2,7.4,2.3,56.9,0
P001957,M3,180.5,5.4,41.8,early,B3,6.2,2.58,38.1,0
P001958,M1,182.6,6.04,43.1,late,B3,5.6,3.06,60.8,0
P001959,M4,187.2,5.52,42.4,early,B5,2.7,2.67,38.5,0
P001960,M3,177.3,5.8,48.9,night,B3,0.3,2.25,42.5,0
P001961,M3,191.0,6.63,42.2,early,B1,1.3,2.29,53.5,0
P001962,M2,190.2,5.84,47.7,early,B2,3.1,3.26,56.3,0
P001963,M3,167.9,5.76,42.1,late,B5,1.5,2.47,48.8,0
P001964,M1,184.5,5.77,41.5,early,B2,6.7,2.39,43.0,0
P001965,M3,188.7,6.03,50.2,early,B2,10.2,2.42,45.9,0
